NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT04981431,"A Study to Learn How Safe Elinzanetant is, How it Affects the Body, and How it Moves Into, Through and Out of the Body After Single and Multiple Doses in Japanese Healthy Female Adults",https://clinicaltrials.gov/study/NCT04981431,,COMPLETED,NO,DRUG: Elinzanetant (BAY3427080)|DRUG: Placebo,Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE1,62,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2021-08-11,2022-03-13,2022-03-13,2021-07-29,,2022-03-29
NCT04908436,"A Study to Learn How BAY94-8862 Moves Into, Through and Out of the Body, How Safe it is and How it Affects the Body in Adult Participants With Reduced Kidney Function and in Healthy Participants With Similar Age, Weight and Gender Distribution",https://clinicaltrials.gov/study/NCT04908436,,COMPLETED,NO,DRUG: Finerenone (BAY94-8862),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,33,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2010-10-27,2011-05-05,2012-01-27,2021-06-01,,2022-01-28
NCT04903821,A Study to Learn How Different Levels of Decreased Liver Function Influence Blood Levels of Elinzanetant Compared to Normal Liver Function in Male and Female Participants,https://clinicaltrials.gov/study/NCT04903821,,COMPLETED,NO,DRUG: BAY3427080,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,33,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2021-06-01,2022-03-15,2022-03-15,2021-05-27,,2022-03-24
NCT04889287,A Study to Learn How Much Rosuvastatin Gets Into the Blood When Taken With or Without Elinzanetant and to Learn About the Safety of Elinzanetant in Healthy Participants,https://clinicaltrials.gov/study/NCT04889287,,COMPLETED,NO,DRUG: Elinzanetant (BAY3427080)|DRUG: Rosuvastatin,Bayer,,MALE,"ADULT, OLDER_ADULT",PHASE1,16,INTERVENTIONAL,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: OTHER,2021-05-26,2021-07-23,2021-09-29,2021-05-17,,2023-08-09
NCT04881994,"A Study to Learn How Finerenone (BAY94-8862) Moves Into, Through and Out of the Body, How it Affects the Body, and How Safe it is in Adult Participants With Different Degrees of Reduced Liver Function and in Healthy Participants With Similar Age, Weight and Gender Distribution",https://clinicaltrials.gov/study/NCT04881994,,COMPLETED,NO,DRUG: Finerenone (BAY94-8862),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,27,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2014-03-25,2014-09-16,2014-12-08,2021-05-11,,2021-07-16
NCT04872387,"A Study to Learn More About How Safe BAY2586116 is, How it Affects the Body, How it Moves Into, Through and Out of the Body at Different Doses in Healthy Japanese Male Participants After Taking Single and Multiple Doses Through the Nose",https://clinicaltrials.gov/study/NCT04872387,,COMPLETED,NO,DRUG: BAY2586116|DRUG: Placebo,Bayer,,MALE,ADULT,PHASE1,36,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: BASIC_SCIENCE,2021-05-11,2021-08-04,2021-08-26,2021-05-04,,2023-03-01
NCT04851483,A Trial to Learn What Happens to Different Medicinal Forms of BAY2328065 When They Enter the Body and How Safe They Are in Healthy Male and Female Participants,https://clinicaltrials.gov/study/NCT04851483,,COMPLETED,NO,DRUG: BAY2328065|DRUG: Placebo,Bayer,,ALL,ADULT,PHASE1,31,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-28,2021-12-14,2022-02-14,2021-04-20,,2022-06-01
NCT04845841,Comparison of the Extent to Which the Drug Given as Two Different Capsule Sizes Becomes Available to the Body,https://clinicaltrials.gov/study/NCT04845841,,COMPLETED,NO,DRUG: Elinzanetant (BAY3427080) treatment A|DRUG: Elinzanetant (BAY3427080) treatment B,Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE1,16,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2021-04-09,2021-06-01,2021-06-01,2021-04-15,,2023-08-09
NCT04802343,"A Trial to Learn How BAY1817080 Moves Into, Through and Out of the Body and How Safe it is in Healthy Chinese Men",https://clinicaltrials.gov/study/NCT04802343,,COMPLETED,NO,DRUG: BAY1817080|DRUG: Placebo,Bayer,,MALE,ADULT,PHASE1,39,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2021-04-02,2021-07-19,2021-10-29,2021-03-17,,2022-10-19
NCT04771390,"Study to Compare How the Body Absorbs, Distributes and Excretes the Drug Selitrectinib (BAY2731954) Given as Two Different Tablet Formulations or as Liquid Formulations Including the Effect of Food on the Absorption, Distribution or Excretion of the Different Formulations in Healthy Participants",https://clinicaltrials.gov/study/NCT04771390,,COMPLETED,NO,DRUG: Selitrectinib (BAY2731954) Adult tablet|DRUG: Selitrectinib (BAY2731954) Pediatric tablet|DRUG: Selitrectinib (BAY2731954) Oral solution|DRUG: Selitrectinib (BAY2731954) Oral suspension,Bayer,,ALL,ADULT,PHASE1,52,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2021-02-16,2021-05-20,2021-07-06,2021-02-25,,2021-08-25
NCT04727021,A Trial to Learn How Much Rivaroxaban Gets Into the Blood When Taken in Different Forms and How Safe They Are in Healthy Men,https://clinicaltrials.gov/study/NCT04727021,,COMPLETED,NO,"DRUG: 20 mg tablet rivaroxaban|DRUG: 20 mg rivaroxaban, granules for oral suspension",Bayer,,MALE,ADULT,PHASE1,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2017-07-04,2017-09-04,2017-10-27,2021-01-27,,2021-01-27
NCT04722991,Non-proliferative Diabetic Retinopathy Treated With Runcaciguat,https://clinicaltrials.gov/study/NCT04722991,NEON-NPDR,COMPLETED,NO,DRUG: Runcaciguat (BAY1101042)|OTHER: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,109,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-03-17,2024-03-18,2024-04-22,2021-01-25,,2024-10-18
NCT04722562,"A Trial to Learn How Safe Vericiguat (BAY1021189) is and the Way the Body Absorbs, Distributes and Gets Rid of Vericiguat in Participants With Liver Disease and in Age-, Weight- and Gender-matched Healthy Participants",https://clinicaltrials.gov/study/NCT04722562,,COMPLETED,NO,DRUG: Vericiguat (BAY1021189),Bayer,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE1,27,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2014-07-16,2015-01-21,2015-04-30,2021-01-25,,2021-01-25
NCT04722484,"A Trial to Learn How Safe Vericiguat (BAY1021189) is and the Way the Body Absorbs, Distributes and Gets Rid of Vericiguat in Participants With Kidney Disease and in Age-, Weight- and Gender-matched Healthy Participants",https://clinicaltrials.gov/study/NCT04722484,,COMPLETED,NO,DRUG: Vericiguat (BAY1021189),Bayer,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE1,39,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2014-06-12,2015-01-22,2015-01-22,2021-01-25,,2021-01-25
NCT04720092,A Trial to Learn How a New Liquid Form of Rivaroxaban Behaves and How Safe it is Compared to the Current Tablet Form of Rivaroxaban in Healthy Male Participants,https://clinicaltrials.gov/study/NCT04720092,,COMPLETED,NO,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Rivaroxaban (Xarelto, BAY59-7939)",Bayer,"Janssen Research & Development, LLC",MALE,ADULT,PHASE1,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2017-07-05,2017-08-28,2017-10-27,2021-01-22,,2021-01-22
NCT04713826,A Trial to Learn More About How Well BAY2586116 Works and How Safe it is in Participants With Moderate to Severe Obstructive Sleep Apnea,https://clinicaltrials.gov/study/NCT04713826,SPRAY-SMART,COMPLETED,NO,DRUG: BAY2586116|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,93,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-03-03,2021-08-17,2021-11-11,2021-01-19,,2022-10-26
NCT04704154,A Trial to Learn Whether Regorafenib in Combination With Nivolumab Can Improve Tumor Responses and How Safe it is for Participants With Solid Tumors,https://clinicaltrials.gov/study/NCT04704154,,COMPLETED,YES,"DRUG: Regorafenib, (Stivarga, BAY73-4506)|DRUG: Nivolumab (Opdivo)",Bayer,"Bristol Myers Squibb Co. and Ono Pharmaceutical Co., Ltd",ALL,"ADULT, OLDER_ADULT",PHASE2,175,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-02-03,2023-03-09,2024-03-29,2021-01-11,2024-07-23,2024-07-23
NCT04696055,Regorafenib Plus Pembrolizumab in Patients With Advanced or Spreading Liver Cancer Who Have Been Previously Treated With PD-1/PD-L1 Immune Checkpoint Inhibitors,https://clinicaltrials.gov/study/NCT04696055,,COMPLETED,YES,"DRUG: Pembrolizumab|DRUG: Regorafenib (Stivarga, BAY73-4506)",Bayer,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE2,95,INTERVENTIONAL,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-03,2022-05-05,2024-04-23,2021-01-06,2023-05-30,2024-05-01
NCT04654897,Mass Balance Study of [14C]-NT-814 Oral Suspension in Healthy Male Subjects,https://clinicaltrials.gov/study/NCT04654897,,COMPLETED,NO,DRUG: [14C]-NT-814,Bayer,Quotient Sciences,MALE,"ADULT, OLDER_ADULT",PHASE1,6,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-09-30,2020-10-29,2020-10-29,2020-12-04,,2021-10-28
NCT04562155,Clinical Study to Evaluate the Efficacy and Safety of Three Different Doses of BAY1817080 Compared to Placebo in Patients With Chronic Cough,https://clinicaltrials.gov/study/NCT04562155,PAGANINI,COMPLETED,YES,DRUG: BAY1817080|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,310,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-10-02,2021-06-22,2021-07-23,2020-09-24,2022-08-18,2022-08-18
NCT04545580,Clinical Study to Evaluate the Treatment Effect and Safety of BAY1817080 in Patients With Overactive Bladder (OAB),https://clinicaltrials.gov/study/NCT04545580,OVADER,COMPLETED,NO,DRUG: Placebo|DRUG: BAY1817080,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,99,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-16,2021-12-22,2022-01-21,2020-09-11,,2022-12-22
NCT04534491,Study to Gather Information About the Actual Use of an Adhesive Patch Placed on the Skin to Deliver Oxytrol Through the Skin Into the Bloodstream.,https://clinicaltrials.gov/study/NCT04534491,,COMPLETED,YES,"DRUG: Oxybutynin (Oxytrol, BAY839380)",Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,855,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-05-25,2011-06-22,2011-06-22,2020-09-01,2020-10-20,2020-10-20
NCT04534452,Study to Find Out Whether Participants With a History of Stuffy Nose Due to Allergic Reactions in the Nose Would Intend to Buy Drug Phenylephrine Hydrochloride Extended Release Tablets After Receiving it Once in This Study,https://clinicaltrials.gov/study/NCT04534452,,COMPLETED,NO,"DRUG: Phenylephrine HCl (Sinus Comfort, BAY112476)",Bayer,,ALL,ADULT,PHASE3,347,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-05-12,2012-06-06,2012-06-06,2020-09-01,,2020-09-01
NCT04534114,"Factor XI LICA to Reduce Events Such as Heart Attack and Stroke in Patients Whose Kidneys Are no Longer Able to Work as They Should and Require Treatment to Filter Wastes From the Blood: Focus is on the Safety of BAY2976217 and the Way the Body Absorbs, Distributes and Removes the Study Drug",https://clinicaltrials.gov/study/NCT04534114,RE-THINc ESRD,COMPLETED,YES,DRUG: Fesomersen sodium (BAY2976217)|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,307,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-04,2022-01-24,2022-05-12,2020-09-01,2023-07-03,2023-07-03
NCT04532164,Study to Find Out if Cream V61-044 Used to Treat Fungal Infections Causes an Allergic Skin Reaction to Sunlight in Healthy Participants,https://clinicaltrials.gov/study/NCT04532164,,COMPLETED,YES,DRUG: Butenafine HCl 1% (BAY1896425) - Induction Phase|DRUG: Butenafine HCl 1% (BAY1896425) - Challenge Phase,Bayer,,ALL,ADULT,PHASE3,137,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-06-10,2013-11-11,2013-11-11,2020-08-31,2020-11-16,2020-11-16
NCT04531813,Study to Determine Skin Irritation Potential of an Antifungal Cream Containing Trolamine After Repeated Skin Application (Cumulative Irritation Patch Test),https://clinicaltrials.gov/study/NCT04531813,,COMPLETED,YES,DRUG: Butenafine HCl 1% (BAY1896425)|DRUG: Positive Control-Sodium lauryl sulfate (SLS)|OTHER: Negative Control,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,32,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-06-10,2013-07-01,2013-07-01,2020-08-31,2020-09-25,2020-09-25
NCT04531540,Study to Determine Skin Irritation and/or Sensitization Potential of an Antifungal Cream Containing Trolamine (Repeated Insult Patch Test),https://clinicaltrials.gov/study/NCT04531540,,COMPLETED,YES,DRUG: Butenafine HCl 1% (BAY1896425),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,225,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-09-09,2013-10-18,2013-10-18,2020-08-28,2020-09-25,2020-11-17
NCT04531527,Study to Learn More About the Potential of Antifungal Cream V61-044 Containing Trolamine to Cause Irritant Reaction of the Skin to Ultra Violet Light in Healthy Human Subjects,https://clinicaltrials.gov/study/NCT04531527,,COMPLETED,YES,DRUG: Butenafine HCl 1% (BAY1896425),Bayer,,ALL,ADULT,PHASE3,32,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-06-24,2013-06-28,2013-06-28,2020-08-28,2020-09-21,2020-11-13
NCT04523220,Study to Investigate the Safety of a Drug Called Osocimab at Low and High Doses in Adult Patients With Kidney Failure Requiring Regular Hemodialysis,https://clinicaltrials.gov/study/NCT04523220,CONVERT,COMPLETED,YES,DRUG: BAY1213790 (Osocimab)|DRUG: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,704,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-08-28,2021-12-28,2022-05-30,2020-08-21,2023-07-21,2023-07-21
NCT04511637,Study to Compare the Effect of the Formulations (Orally Disintegrating Tablet and Film-coated Tablet) on the Bioequivalence of Drug Rivaroxaban (Xarelto) at Dose of 15 mg in Japanese Healthy Male Adult Subjects,https://clinicaltrials.gov/study/NCT04511637,,COMPLETED,NO,"DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in ODT form|DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in film-coated form",Bayer,"Janssen Research & Development, LLC",MALE,ADULT,PHASE1,80,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2019-01-21,2019-03-07,2019-04-12,2020-08-13,,2020-08-13
NCT04511611,Study to Compare the Effect of the Formulations (Orally Disintegrating Tablet and Film-coated Tablet) on Bioequivalence of Drug Rivaroxaban (Xarelto) at Dose of 10 mg in Japanese Healthy Male Adult Subjects,https://clinicaltrials.gov/study/NCT04511611,,COMPLETED,NO,"DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in ODT form|DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in film-coated form",Bayer,"Janssen Research & Development, LLC",MALE,ADULT,PHASE1,80,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2019-01-24,2019-03-27,2019-05-13,2020-08-13,,2020-08-13
NCT04510987,"Study to Assess the Safety, Tolerability, Effects on the Body, Absorption, Distribution and Elimination of 25 mg BAY2433334 in Renal Impairment Including Renal Replacement Therapy (""Dialysis"")",https://clinicaltrials.gov/study/NCT04510987,,COMPLETED,NO,DRUG: BAY2433334 single dose in treatment groups 1-4 and 6 as well as on the dialysis free day of treatment 5|OTHER: BAY2433334 on dialysis treatment day,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,48,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-08-12,2021-09-13,2021-12-15,2020-08-12,,2021-12-22
NCT04507061,Study on the Safety of the Drug Runcaciguat and How Well it Works When Given at the Highest Dose as Tolerated by Individual Patient Whose Kidneys Are Not Working Properly and Suffering at the Same Time From High Blood Sugar and/or High Blood Pressure and a Disease of the Heart and the Blood Vessels.,https://clinicaltrials.gov/study/NCT04507061,CONCORD,COMPLETED,NO,DRUG: runcaciguat|OTHER: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,243,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-01,2022-03-08,2022-04-05,2020-08-10,,2023-04-04
NCT04487431,A Trial to Learn How a New Liquid Form of BAY1817080 is Tolerated and Taken up by the Body of Healthy Male Participants (Part A). By Labeling BAY1817080 With a Radioactive Substance (Carbon 14) Researchers Want to Learn How the Study Drug is Processed and Excreted by the Body After Dosing (Part B),https://clinicaltrials.gov/study/NCT04487431,,COMPLETED,NO,DRUG: BAY1817080|DRUG: [14C]BAY1817080,Bayer,,MALE,ADULT,PHASE1,14,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-08-05,2020-09-30,2021-02-11,2020-07-27,,2023-01-26
NCT04471337,"Study on the Safety of BAY1817080 How it is Tolerated and the Way the Body Absorbs, Distributes and Gets Rid of the Study Drug Given to Participants With Moderate Renal Impairment and End Stage Renal Disease Requiring Dialysis Compared With Matched Participants With Normal Renal Function",https://clinicaltrials.gov/study/NCT04471337,,COMPLETED,NO,DRUG: BAY1817080,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,32,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-08-12,2021-02-15,2021-05-06,2020-07-15,,2024-03-26
NCT04454424,"Study on the Safety of BAY1817080, How it is Tolerated and the Way the Body Absorbs, Distributes and Gets Rid of the Study Drug in Participants With Impaired Liver Function or Normal Liver Function",https://clinicaltrials.gov/study/NCT04454424,,COMPLETED,NO,DRUG: BAY1817080|DRUG: Midazolam,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,37,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-07-23,2021-06-24,2021-12-15,2020-07-01,,2023-01-20
NCT04435626,Study to Evaluate the Efficacy (Effect on Disease) and Safety of Finerenone on Morbidity (Events Indicating Disease Worsening) & Mortality (Death Rate) in Participants With Heart Failure and Left Ventricular Ejection Fraction (Proportion of Blood Expelled Per Heart Stroke) Greater or Equal to 40%,https://clinicaltrials.gov/study/NCT04435626,FINEARTS-HF,COMPLETED,NO,DRUG: Finerenone (BAY94-8862)|OTHER: Placebo,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,6016,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-14,2024-05-15,2024-06-14,2020-06-17,,2024-07-03
