NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT04722484,"A Trial to Learn How Safe Vericiguat (BAY1021189) is and the Way the Body Absorbs, Distributes and Gets Rid of Vericiguat in Participants With Kidney Disease and in Age-, Weight- and Gender-matched Healthy Participants",https://clinicaltrials.gov/study/NCT04722484,,COMPLETED,NO,Heart Failure,DRUG: Vericiguat (BAY1021189),Bayer,Merck Sharp & Dohme LLC,INTERVENTIONAL,2014-06-12,2015-01-22,2015-01-22,2021-01-25,,2021-01-25
NCT04720092,A Trial to Learn How a New Liquid Form of Rivaroxaban Behaves and How Safe it is Compared to the Current Tablet Form of Rivaroxaban in Healthy Male Participants,https://clinicaltrials.gov/study/NCT04720092,,COMPLETED,NO,Thromboembolic Disorders,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Rivaroxaban (Xarelto, BAY59-7939)",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2017-07-05,2017-08-28,2017-10-27,2021-01-22,,2021-01-22
NCT04713826,A Trial to Learn More About How Well BAY2586116 Works and How Safe it is in Participants With Moderate to Severe Obstructive Sleep Apnea,https://clinicaltrials.gov/study/NCT04713826,SPRAY-SMART,COMPLETED,NO,"Sleep Apnea, Obstructive",DRUG: BAY2586116|DRUG: Placebo,Bayer,,INTERVENTIONAL,2021-03-03,2021-08-17,2021-11-11,2021-01-19,,2022-10-26
NCT04704154,A Trial to Learn Whether Regorafenib in Combination With Nivolumab Can Improve Tumor Responses and How Safe it is for Participants With Solid Tumors,https://clinicaltrials.gov/study/NCT04704154,,COMPLETED,YES,Solid Tumors,"DRUG: Regorafenib, (Stivarga, BAY73-4506)|DRUG: Nivolumab (Opdivo)",Bayer,"Bristol Myers Squibb Co. and Ono Pharmaceutical Co., Ltd",INTERVENTIONAL,2021-02-03,2023-03-09,2024-03-29,2021-01-11,2024-07-23,2024-07-23
NCT04696055,Regorafenib Plus Pembrolizumab in Patients With Advanced or Spreading Liver Cancer Who Have Been Previously Treated With PD-1/PD-L1 Immune Checkpoint Inhibitors,https://clinicaltrials.gov/study/NCT04696055,,COMPLETED,YES,Hepatocellular Carcinoma,"DRUG: Pembrolizumab|DRUG: Regorafenib (Stivarga, BAY73-4506)",Bayer,Merck Sharp & Dohme LLC,INTERVENTIONAL,2021-02-03,2022-05-05,2024-04-23,2021-01-06,2023-05-30,2024-05-01
NCT04654897,Mass Balance Study of [14C]-NT-814 Oral Suspension in Healthy Male Subjects,https://clinicaltrials.gov/study/NCT04654897,,COMPLETED,NO,Healthy,DRUG: [14C]-NT-814,Bayer,Quotient Sciences,INTERVENTIONAL,2020-09-30,2020-10-29,2020-10-29,2020-12-04,,2021-10-28
NCT04562155,Clinical Study to Evaluate the Efficacy and Safety of Three Different Doses of BAY1817080 Compared to Placebo in Patients With Chronic Cough,https://clinicaltrials.gov/study/NCT04562155,PAGANINI,COMPLETED,YES,Refractory and/or Unexplained Chronic Cough,DRUG: BAY1817080|DRUG: Placebo,Bayer,,INTERVENTIONAL,2020-10-02,2021-06-22,2021-07-23,2020-09-24,2022-08-18,2022-08-18
NCT04545580,Clinical Study to Evaluate the Treatment Effect and Safety of BAY1817080 in Patients With Overactive Bladder (OAB),https://clinicaltrials.gov/study/NCT04545580,OVADER,COMPLETED,NO,Overactive Bladder,DRUG: Placebo|DRUG: BAY1817080,Bayer,,INTERVENTIONAL,2020-09-16,2021-12-22,2022-01-21,2020-09-11,,2022-12-22
NCT04534491,Study to Gather Information About the Actual Use of an Adhesive Patch Placed on the Skin to Deliver Oxytrol Through the Skin Into the Bloodstream.,https://clinicaltrials.gov/study/NCT04534491,,COMPLETED,YES,Overactive Bladder,"DRUG: Oxybutynin (Oxytrol, BAY839380)",Bayer,,INTERVENTIONAL,2010-05-25,2011-06-22,2011-06-22,2020-09-01,2020-10-20,2020-10-20
NCT04534452,Study to Find Out Whether Participants With a History of Stuffy Nose Due to Allergic Reactions in the Nose Would Intend to Buy Drug Phenylephrine Hydrochloride Extended Release Tablets After Receiving it Once in This Study,https://clinicaltrials.gov/study/NCT04534452,,COMPLETED,NO,Nasal Congestion Due to Allergic Rhinitis,"DRUG: Phenylephrine HCl (Sinus Comfort, BAY112476)",Bayer,,INTERVENTIONAL,2012-05-12,2012-06-06,2012-06-06,2020-09-01,,2020-09-01
NCT04534114,"Factor XI LICA to Reduce Events Such as Heart Attack and Stroke in Patients Whose Kidneys Are no Longer Able to Work as They Should and Require Treatment to Filter Wastes From the Blood: Focus is on the Safety of BAY2976217 and the Way the Body Absorbs, Distributes and Removes the Study Drug",https://clinicaltrials.gov/study/NCT04534114,RE-THINc ESRD,COMPLETED,YES,End Stage Renal Disease Requiring Hemodialysis,DRUG: Fesomersen sodium (BAY2976217)|DRUG: Placebo,Bayer,,INTERVENTIONAL,2020-09-04,2022-01-24,2022-05-12,2020-09-01,2023-07-03,2023-07-03
NCT04532164,Study to Find Out if Cream V61-044 Used to Treat Fungal Infections Causes an Allergic Skin Reaction to Sunlight in Healthy Participants,https://clinicaltrials.gov/study/NCT04532164,,COMPLETED,YES,"Dermatitis, Photoallergic",DRUG: Butenafine HCl 1% (BAY1896425) - Induction Phase|DRUG: Butenafine HCl 1% (BAY1896425) - Challenge Phase,Bayer,,INTERVENTIONAL,2013-06-10,2013-11-11,2013-11-11,2020-08-31,2020-11-16,2020-11-16
NCT04531813,Study to Determine Skin Irritation Potential of an Antifungal Cream Containing Trolamine After Repeated Skin Application (Cumulative Irritation Patch Test),https://clinicaltrials.gov/study/NCT04531813,,COMPLETED,YES,Hypersensitivity,DRUG: Butenafine HCl 1% (BAY1896425)|DRUG: Positive Control-Sodium lauryl sulfate (SLS)|OTHER: Negative Control,Bayer,,INTERVENTIONAL,2013-06-10,2013-07-01,2013-07-01,2020-08-31,2020-09-25,2020-09-25
NCT04531540,Study to Determine Skin Irritation and/or Sensitization Potential of an Antifungal Cream Containing Trolamine (Repeated Insult Patch Test),https://clinicaltrials.gov/study/NCT04531540,,COMPLETED,YES,Hypersensitivity,DRUG: Butenafine HCl 1% (BAY1896425),Bayer,,INTERVENTIONAL,2013-09-09,2013-10-18,2013-10-18,2020-08-28,2020-09-25,2020-11-17
NCT04531527,Study to Learn More About the Potential of Antifungal Cream V61-044 Containing Trolamine to Cause Irritant Reaction of the Skin to Ultra Violet Light in Healthy Human Subjects,https://clinicaltrials.gov/study/NCT04531527,,COMPLETED,YES,"Dermatitis, Phototoxic",DRUG: Butenafine HCl 1% (BAY1896425),Bayer,,INTERVENTIONAL,2013-06-24,2013-06-28,2013-06-28,2020-08-28,2020-09-21,2020-11-13
NCT04523220,Study to Investigate the Safety of a Drug Called Osocimab at Low and High Doses in Adult Patients With Kidney Failure Requiring Regular Hemodialysis,https://clinicaltrials.gov/study/NCT04523220,CONVERT,COMPLETED,YES,End-stage Renal Disease|Prevention of Thromboembolic Events|Hemodialysis|Hemodiafiltration,DRUG: BAY1213790 (Osocimab)|DRUG: Placebo,Bayer,,INTERVENTIONAL,2020-08-28,2021-12-28,2022-05-30,2020-08-21,2023-07-21,2023-07-21
NCT04511637,Study to Compare the Effect of the Formulations (Orally Disintegrating Tablet and Film-coated Tablet) on the Bioequivalence of Drug Rivaroxaban (Xarelto) at Dose of 15 mg in Japanese Healthy Male Adult Subjects,https://clinicaltrials.gov/study/NCT04511637,,COMPLETED,NO,Clinical Pharmacology,"DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in ODT form|DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in film-coated form",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2019-01-21,2019-03-07,2019-04-12,2020-08-13,,2020-08-13
NCT04511611,Study to Compare the Effect of the Formulations (Orally Disintegrating Tablet and Film-coated Tablet) on Bioequivalence of Drug Rivaroxaban (Xarelto) at Dose of 10 mg in Japanese Healthy Male Adult Subjects,https://clinicaltrials.gov/study/NCT04511611,,COMPLETED,NO,Clinical Pharmacology,"DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in ODT form|DRUG: Rivaroxaban (BAY 59-7939, Xarelto) in film-coated form",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2019-01-24,2019-03-27,2019-05-13,2020-08-13,,2020-08-13
NCT04510987,"Study to Assess the Safety, Tolerability, Effects on the Body, Absorption, Distribution and Elimination of 25 mg BAY2433334 in Renal Impairment Including Renal Replacement Therapy (""Dialysis"")",https://clinicaltrials.gov/study/NCT04510987,,COMPLETED,NO,Prevention of Thromboembolic Events,DRUG: BAY2433334 single dose in treatment groups 1-4 and 6 as well as on the dialysis free day of treatment 5|OTHER: BAY2433334 on dialysis treatment day,Bayer,,INTERVENTIONAL,2020-08-12,2021-09-13,2021-12-15,2020-08-12,,2021-12-22
NCT04507061,Study on the Safety of the Drug Runcaciguat and How Well it Works When Given at the Highest Dose as Tolerated by Individual Patient Whose Kidneys Are Not Working Properly and Suffering at the Same Time From High Blood Sugar and/or High Blood Pressure and a Disease of the Heart and the Blood Vessels.,https://clinicaltrials.gov/study/NCT04507061,CONCORD,COMPLETED,NO,Chronic Kidney Disease,DRUG: runcaciguat|OTHER: Placebo,Bayer,,INTERVENTIONAL,2020-09-01,2022-03-08,2022-04-05,2020-08-10,,2023-04-04
NCT04487431,A Trial to Learn How a New Liquid Form of BAY1817080 is Tolerated and Taken up by the Body of Healthy Male Participants (Part A). By Labeling BAY1817080 With a Radioactive Substance (Carbon 14) Researchers Want to Learn How the Study Drug is Processed and Excreted by the Body After Dosing (Part B),https://clinicaltrials.gov/study/NCT04487431,,COMPLETED,NO,Endometriosis Related Pain|Overactive Bladder|Diabetic Neuropathic Pain|Refractory or Unexplained Chronic Cough,DRUG: BAY1817080|DRUG: [14C]BAY1817080,Bayer,,INTERVENTIONAL,2020-08-05,2020-09-30,2021-02-11,2020-07-27,,2023-01-26
NCT04471337,"Study on the Safety of BAY1817080 How it is Tolerated and the Way the Body Absorbs, Distributes and Gets Rid of the Study Drug Given to Participants With Moderate Renal Impairment and End Stage Renal Disease Requiring Dialysis Compared With Matched Participants With Normal Renal Function",https://clinicaltrials.gov/study/NCT04471337,,COMPLETED,NO,Endometriosis Related Pain|Overactive Bladder|Diabetic Neuropathic Pain|Refractory or Unexplained Chronic Cough,DRUG: BAY1817080,Bayer,,INTERVENTIONAL,2020-08-12,2021-02-15,2021-05-06,2020-07-15,,2024-03-26
NCT04454424,"Study on the Safety of BAY1817080, How it is Tolerated and the Way the Body Absorbs, Distributes and Gets Rid of the Study Drug in Participants With Impaired Liver Function or Normal Liver Function",https://clinicaltrials.gov/study/NCT04454424,,COMPLETED,NO,Endometriosis Related Pain|Overactive Bladder|Diabetic Neuropathic Pain|Refractory or Unexplained Chronic Cough,DRUG: BAY1817080|DRUG: Midazolam,Bayer,,INTERVENTIONAL,2020-07-23,2021-06-24,2021-12-15,2020-07-01,,2023-01-20
NCT04435626,Study to Evaluate the Efficacy (Effect on Disease) and Safety of Finerenone on Morbidity (Events Indicating Disease Worsening) & Mortality (Death Rate) in Participants With Heart Failure and Left Ventricular Ejection Fraction (Proportion of Blood Expelled Per Heart Stroke) Greater or Equal to 40%,https://clinicaltrials.gov/study/NCT04435626,FINEARTS-HF,COMPLETED,NO,Heart Failure,DRUG: Finerenone (BAY94-8862)|OTHER: Placebo,Bayer,,INTERVENTIONAL,2020-09-14,2024-05-15,2024-06-14,2020-06-17,,2024-07-03
NCT04423744,Study to Gather Information on the Influence of BAY1817080 on the Electrical Activity of the Heart Recorded by an Electrocardiogram in Healthy Male and Female Participants,https://clinicaltrials.gov/study/NCT04423744,,COMPLETED,NO,Cough|Endometriosis|Overactive Bladder,DRUG: BAY1817080|DRUG: Moxifloxacin|DRUG: Placebo,Bayer,,INTERVENTIONAL,2020-06-18,2020-11-09,2021-01-21,2020-06-09,,2022-01-24
NCT04423718,Study of the Effects of High Dose Aflibercept Injected Into the Eye of Patients With an Age-related Disorder That Causes Loss of Vision Due to Growth of Abnormal Blood Vessels at the Back of the Eye,https://clinicaltrials.gov/study/NCT04423718,PULSAR,COMPLETED,YES,Neovascular Age-Related Macular Degeneration,"DRUG: Aflibercept High Dose VEGF Trap-Eye (BAY86-5321)|DRUG: Aflibercept VEGF Trap-Eye (Eylea, BAY86-5321)",Bayer,Regeneron Pharmaceuticals,INTERVENTIONAL,2020-08-11,2022-07-27,2024-08-07,2020-06-09,2023-09-06,2024-09-19
NCT04366622,"Study on the Safety of BAY 63-2521, How it is Tolerated and the Way the Body Absorbs, Distributes and Gets Rid of the Study Drug Given as a Single Oral Dose of 1 mg Tablet in Participants With Impaired Liver Function and Healthy Participants Matched for Age-, Gender-, and Weight",https://clinicaltrials.gov/study/NCT04366622,,COMPLETED,NO,Clinical Pharmacology,"DRUG: Riociguat (Adempas, BAY 63-2521)",Bayer,,INTERVENTIONAL,2010-04-14,2011-04-28,2011-09-15,2020-04-29,,2020-04-29
NCT04364464,"Study on the Safety of BAY 63-2521, How it is Tolerated and the Way the Body Absorbs, Distributes and Gets Rid of the Study Drug Given as a Single Oral Dose of 1 mg Tablet in Participants With Renal Impairment and Healthy Participants Matched for Age-, Gender-, and Weight",https://clinicaltrials.gov/study/NCT04364464,,COMPLETED,NO,Clinical Pharmacology,"DRUG: Riociguat (Adempas, BAY 63-2521)",Bayer,,INTERVENTIONAL,2010-02-19,2011-03-17,2011-09-20,2020-04-28,,2020-04-28
NCT04315597,Study to Learn About Relapse Prevention of Hypericumextract (a Drug Based on the Plant St. John Wort) in Outpatients Suffering From Moderate Depressive Episodes,https://clinicaltrials.gov/study/NCT04315597,,COMPLETED,NO,Moderate Depressive Episodes (Major Depression),"DRUG: Laif® 900, BAY98-7108|DRUG: Placebo",Bayer,Steigerwald Arzneimittelwerk GmbH,INTERVENTIONAL,2009-03-03,2011-11-22,2011-11-22,2020-03-19,,2020-03-19
NCT04307186,Study to Find the Appropriate Dose of a New Gadolinium-based Contrast Agent (GBCA) for Adults Undergoing Magnetic Resonance Imaging (MRI) for Known or Highly Suspected Brain and/or Spinal Cord Conditions,https://clinicaltrials.gov/study/NCT04307186,,COMPLETED,YES,Central Nervous System Pathology,DRUG: Gadoquatrane (BAY1747846)|DRUG: Gadobutrol (Gadovist/Gadavist),Bayer,,INTERVENTIONAL,2020-11-18,2022-09-05,2022-09-06,2020-03-13,2023-11-15,2023-11-15
NCT04304534,Study to Gather Information About the Proper Dosing and Safety of the Oral FXIa Inhibitor BAY 2433334 in Patients Following an Acute Heart Attack,https://clinicaltrials.gov/study/NCT04304534,PACIFIC-AMI,COMPLETED,YES,Acute Myocardial Infarction,DRUG: BAY2433334|OTHER: BAY2433334 matching placebo,Bayer,,INTERVENTIONAL,2020-06-17,2022-02-21,2022-02-21,2020-03-11,2023-04-05,2023-04-05
NCT04304508,Study to Gather Information About Proper Dosing and Safety of the Oral FXIa Inhibitor BAY 2433334 in Patients Following a Recent Non Cardioembolic Ischemic Stroke Which Occurs When a Blood Clot Has Formed Somewhere in the Human Body (But Not in the Heart) Travelled to the Brain.,https://clinicaltrials.gov/study/NCT04304508,PACIFIC-STROKE,COMPLETED,YES,Acute Non-cardioembolic Ischemic Stroke,DRUG: BAY2433334|OTHER: BAY2433334 matching placebo,Bayer,Population Health Research Institute,INTERVENTIONAL,2020-06-15,2022-02-18,2022-02-18,2020-03-11,2023-04-19,2023-04-19
NCT04275960,"Study in Healthy Adult Male Participants to Gather Information How the Human Body Absorbs, Distributes and Excretes the Study Drug Selitrectinib Including the Effect of the Interaction of Food With the Study Drug on the Human Body",https://clinicaltrials.gov/study/NCT04275960,,COMPLETED,NO,Solid Tumors Harboring NTRK Fusion,DRUG: Selitrectinib (BAY2731954),Bayer,,INTERVENTIONAL,2020-02-28,2020-10-01,2020-11-30,2020-02-19,,2020-12-29
NCT04265781,Study on the Safety of Drug BAY1817080 at Different Doses and the Way the Body Absorbs and Eliminates the Drug in Japanese Healthy Adult Male Participants,https://clinicaltrials.gov/study/NCT04265781,,COMPLETED,NO,Endometriosis Related Pain|Overactive Bladder|Diabetic Neuropathic Pain|Refractory or Unexplained Chronic Cough,DRUG: BAY1817080|DRUG: Matching Placebo,Bayer,,INTERVENTIONAL,2020-02-15,2020-09-20,2020-09-20,2020-02-12,,2023-01-26
NCT04264637,Study to Find Out How Long it Takes Azelastine Hydrochloride 0.15% Nasal Spray to Relieve Symptoms in Patients Suffering From Allergic Rhinitis,https://clinicaltrials.gov/study/NCT04264637,,COMPLETED,NO,Allergic Rhinitis,DRUG: Azelastine hydrochloride (BAYR9258)|DRUG: Placebo,Bayer,,INTERVENTIONAL,2020-02-03,2021-03-17,2021-03-17,2020-02-11,,2022-03-25
NCT04252300,"Study to Learn the Effect of Drug BAY1817080 on the Way the Body Absorbs, Distributes and Excretes Another Drug Rosuvastatin in Healthy Adult Participants",https://clinicaltrials.gov/study/NCT04252300,,COMPLETED,NO,Drug Interactions,DRUG: Rosuvastatin|DRUG: Rosuvastatin + BAY1817080,Bayer,,INTERVENTIONAL,2020-03-02,2020-08-29,2020-12-07,2020-02-05,,2021-03-11
NCT04236440,Study on the Safety of Drug BAY2586116 and How it Works in Patients With Obstructive Sleep Apnea (a Sleep Disorder Caused by the Narrowing and Collapse of the Airway During Sleep) Including the Blood Level of the Drug and Effect of Its Doses and Routes of Administration,https://clinicaltrials.gov/study/NCT04236440,KOALA,COMPLETED,NO,"Sleep Apnea, Obstructive",DRUG: BAY2586116 (A1)|DRUG: Placebo (A2)|DRUG: BAY2586116 (B1)|DRUG: BAY2586116 (B2)|DRUG: BAY2586116 (B3)|DRUG: BAY2586116 (C),Bayer,,INTERVENTIONAL,2020-02-04,2021-05-06,2021-06-24,2020-01-22,,2022-08-08
NCT04218266,"Study to Gather Information About the Proper Dosing of the Oral FXIa Inhibitor BAY 2433334 and to Compare the Safety of the Study Drug to Apixaban, a Non-vitamin K Oral Anticoagulant (NOAC) in Patients With Irregular Heartbeat (Atrial Fibrillation) That Can Lead to Heart-related Complications.",https://clinicaltrials.gov/study/NCT04218266,PACIFIC-AF,COMPLETED,YES,Atrial Fibrillation (AF),DRUG: BAY2433334|DRUG: Apixaban|OTHER: BAY2433334 matching placebo|OTHER: Apixaban matching placebo,Bayer,,INTERVENTIONAL,2020-01-30,2021-10-08,2021-10-08,2020-01-06,2022-10-27,2022-10-27
NCT04147819,"A First in Human Study of BAY2701439 to Look at Safety, How the Body Absorbs, Distributes and Excretes the Drug, and How Well the Drug Works in Participants With Advanced Cancer Expressing the HER2 Protein",https://clinicaltrials.gov/study/NCT04147819,,COMPLETED,NO,Cancers With HER2 Expression,DRUG: BAY2701439|DRUG: BAY2701439,Bayer,,INTERVENTIONAL,2020-07-02,2023-08-21,2023-09-26,2019-11-01,,2024-09-27
NCT04132336,Study to Find Out the Optimal Dose of Caffeine in the Combination Tablet of Naproxen Sodium and Caffeine in Patients Experiencing Moderate to Severe Pain After Having Wisdom Teeth Removed,https://clinicaltrials.gov/study/NCT04132336,,COMPLETED,YES,"Pain, Postoperative",DRUG: Naproxen sodium/Caffeine (BAY2880376)|DRUG: Naproxen sodium (Aleve)|DRUG: Caffeine|DRUG: Placebo,Bayer,,INTERVENTIONAL,2019-11-12,2020-03-02,2020-03-03,2019-10-18,2021-06-16,2021-09-01
